id,student_id,question_id,question,answer,sample_solution,rubric,level
26101_chemie_cck02-49,26101,chemie_cck02-49,Erläutere die konservierende Wirkung einer Kühlung aus reaktionskinetischer Perspektive und beziehe Dich auch hierbei auf die unterschiedlichen Betrachtungsebenen der Chemie.,"Dadurch das die Temperatur niedrig ist , bewegen die Teilchen auf der submikroskopischen Ebene langsamer und es kommt somit zu wenigen Reaktionen , dadurch verfällt das Obst nicht so schnell , wie bei Wärme
","Die Verfaulung von Lebensmitteln stellt eine chemische Reaktion dar, bei der Inhaltsstoffe der Lebensmittel (Edukte) zu Produkten reagieren. Durch eine Kühlung erreichen nur wenige Teilchen der Inhalt-stoffe sowie der äußeren Umgebung (z.B. Sauerstoff-Moleküle) die Mindestenergie, die für die Verfau-lungsreaktion erforderlich ist, sodass die Reaktionsgeschwindigkeit nur sehr gering ist, der Verfaulungs-prozess also langsamer vonstattengeht. Zusätzlich haben die Teilchen auch durchschnittlich eine gerin-gere Geschwindigkeit, sodass es nur zu sehr wenigen effektiven Zusammenstößen kommt, da die Gesamt-zahl der Zusammenstöße abnimmt. Auch dies bewirkt eine geringere Reaktionsgeschwindigkeit, also einen langsameren Verfaulungsprozess. Die Kühlung von Lebensmitteln bewirkt also insgesamt, dass der Verfaulungsprozess deutlich langsamer vonstattengeht und sie länger genießbar sind.","{""0"": ""Die Schüler:innen erklären den konservierenden Effekt der Kühlung nicht aus reaktionskinetischer Perspektive."", ""1"": ""Die Scüler:innen erklären den konservierenden Effekt der Kühlung aus reaktionskinetischer Perspektive, wenden kinetisches Wissen aber nur teilweise (wenigstens ein Aspekt) auf das konkrete Phänomen an."", ""2"": ""Die Schüler:innen eklären den konservierenden Effekt der Kühlung aus reaktionskintischer Perspektve un wenden kinetisches Wissen umfassend auf das konkrete Phänomen an.""}",1
27138_chemie_cck02-31,27138,chemie_cck02-31,Erkläre mithilfe der tabellierten Daten die Abhängigkeit der momentanen Reaktionsgeschwindigkeit von den Konzentrationen beider eingesetzter Edukte.,"Mit verdoppeln der Konzentration der Carbonsäure vervierfacht sich die Reaktionsgeschwindigkeit .
Mit erhöhung der Alkoholkonzentration erhöht sich auch die Geschwindigkeit .
","Durch den Vergleich der Ansätze 1 und 3 wird ersichtlich, dass bei einer geringeren Konzentration an eingesetztem Alkohol bei einer gleichbleibenden Carbonsäure-Konzentration die momentane Reaktions-geschwindigkeit sinkt. Durch den Vergleich von Ansatz 1 und 2 wird ersichtlich, dass eine Konzentrationserhöhung der Carbonsäure bei gleichbleibender Alkoholkonzentration eine Erhöhung der momentanen Reaktionsgeschwindigkeit bewirkt. Somit kann davon ausgegangen werden, dass die Reaktionsgeschwindigkeit von beiden Edukten abhängig ist.","{""0"": ""Die Schüler:innen erklären die Abhängigkeit der Reaktionsgeschwindigkeit von beiden Edukten nicht anhand der Ansätze."", ""1"": ""Die Schüler:innen erklären die Abhängigkeit der Reaktionsgeschwindigkeit bezogen auf nur ein Edukt anhand der Ansätze und reproduzieren somit das Geschwindigkeitsgesetz 1. Ordnung."", ""2"": ""Die Schüler:innen erklären die Abhängigkeit der Reaktionsgeschwindigkeit von beiden Edukten anhand der Ansätze und entwickeln die Überlegung zum Geschwindigkeitsgestz 2. Ordnung.""}",2
34106_chemie_cck02-01,34106,chemie_cck02-01,Notiere deine Beobachtungen zum Demonstrationsexperiment.,"Bei dem Demonstrationsexperiment konnte man beobachten , dass als die Brausetablette in das Wasser gelegt wurde , sich direkt Blasen gebildet haben .
Durch das Aufsteigen dieser Blasen entstand das zischende Geräusch , als diese die Wasserobfläche erreicht haben .
Das Wasser färbte sich schon nach einiger zeit gelblich .
Die Brausetablette wurde von den Bläschen teilweise angehoben .
Als diese dann leicht genug war drehte sie sich auf die Seite und trieb letzendlich zur Wasseroberfläche auf .
","Die Brausetablette löst sich nach und nach im wässrigen Medium. Es ist zudem eine Gasentwicklung zu beobachten, die zu einem Aufschäumen führt. Die Lösung färbt sich leicht. Die Intensität der Gasentwicklung nimmt ab.","{""0"": ""Die Schüler:innen beschreiben das Phänomen ohne Bezug zum Demonstrationsexperiment."", ""1"": ""Die Schüler:innen beschreiben das Phänomen mit Bezug zum Demonstrationsexperiment und Fokussierung der Gasentwicklung."", ""2"": ""Die Schüler:innen beschreiben das Phänomen mit Bezug zum Demonstrationsexperiment und Beschreibung der Intensitätsabnahme der Gasentwicklung.""}",1
37121_chemie_cck02-43,37121,chemie_cck02-43,"Vergleiche mit Hinblick auf die Temperatur die Anzahl an Teilchen, die die sogenannte Mindestenergie (in der Animation EA dargestellt) aufbringen.","Beantwortung der Impulsfrage Mögliche Darstellung in einer Animation des Kollisionsmodell Bei einer erhöhten Temperatur sind die meisteneffektiven Zusammenstöße zu finden .
","Beantwortung: Bei 22 °C erreicht nur ein sehr kleiner Anteil der Teilchen die Mindestenergie, die für die Reaktion erforderlich ist. Bei 45 °C sind es bereits mehr Teilchen und bei 75 °C erreicht ca. die Hälfte der Teilchen die Mindestenergie.  Darstellung: Größere Anzahl effektiver Zusammenstöße der Edukt-Teilchen bei höheren Temperaturen (22 °C < 45 °C < 75 °C).","{""0"": ""Die MB-Verteilung wird weder aufgabenbezogen korrekt gedeutet noch deren Deutung auf das submikroskopische Modell übertragen."", ""1"": ""Die MB-Verteilung wird aufgabenbezogen korrekt gedeutet, aber die Deutung wird nicht  auf das submikroskopische Modell übertragen."", ""2"": ""Die MB-Verteilung wird aufgabenbezogen korrekt gedeutet und die Deutung wird korrekt auf das submikroskopische Modell übertragen.""}",1
43123_chemie_cck02-61,43123,chemie_cck02-61,"Beurteile das Zerteilen der Äpfel hinsichlich der Geschwindigkeit des Verderblichkeitsprozesses (Hinweis: wenn Du fachliche Informationen zu chemischen Abläufen des Verderbens einbeziehen möchtest, kannst Du diese unter Angabe der Quellen recherchieren und einbinden).","Wie im Vorherigen Versuch war es so , dass umso kleiner das Produkt wird umso schnell reagiert es .
Beim Apfel ist es so , dass wenn er geschnitten wurde wird die Fläche des Äpfeln Größer wodurch er schneller verderbt .
Jedoch sind auch die äußeren Einflüsse wichtig , wie zum Beispiel die Temperatur oder ob das stück Apfel in der Sonne liegt .
Durch wärme und Sonne wird Wasser aus dem Apfel entzogen , wodurch er die Reaktionsgeschwindigkeit zunimmt .
","Durch das Zerteilen der Äpfel wird der Zerteilungsgrad dieser größer. Der höhere Zerteilungsgrad bewirkt eine höhere Anzahl an effektiven Zusammenstößen zwischen den Edukt-Teilchen, die beim Verderblich-keitsprozess miteinander reagieren. Dadurch erhöht sich die Geschwindigkeit des Verderblichkeitsprozesses und die Äpfel verderben schneller. Deshalb sollten die Äpfel für das Einlagern möglichst nicht zer-teilt werden, da sie dann schneller verderben.","{""0"": ""Die Schüler:innen beurteilen die Verderblichkeit der Äpfel nicht auf Basis des Kollisionsmodells"", ""1"": ""Die Schüler:innen beurteilen die Verderblichkeit der Äpfel teilweise auf Basis des Kollisionsmodells."", ""2"": ""Die Schüler:innen beurteilen die Verderblichkeit der Äpfel umfassend auf Basis des Kollisionsmodells.""}",1
27121_chemie_cck01-17,27121,chemie_cck01-17,"Erkläre nach Betrachten des obigen Schemas in eigenen Worten, warum zu einer exakten Verfolgung der zu verfolgenden Größen auf einen Modellversuch zurückgegriffen wird.","Wahrscheinlich sind die unterschiedlichen Kohlenhydrate zu unterschiedlich , um genaue Messungen durchuführen , da auch die Reaktionen dieser unterschiedlich lange dauern und somit die Ergebnisse verfälschen würden .
Die Angaben von Salzsäure und Magenesium sind bereits bekannt und deren Reaktion ähnelt denen des Mehl , weshalb das Verfolgen dieses Versuches so deutlich vereinfacht wird .
","Bei der Reaktion mit Weizenmehl gibt es zu viele Inhaltsstoffe, deren Abbau jeweils einzeln betrachtet werden  müsste. Außerdem verläuft die Reaktion über verschiedene Zwischenschritte mit verschiedenen Produkten, die  kompliziert sind und nicht für die Betrachtung der Reaktionsgeschwindigkeit gebraucht werden. Auch ist der ge-  naue Gehalt der Inhaltsstoffe im Mehl variabel und kann sehr stark abweichen.  In der Vereinfachung kann die Reaktionsgeschwindigkeit viel besser gemessen werden, da es weniger Edukte und  Produkte, sowie Zwischenstufen der Reaktion gibt und die genaue Menge zu Anfang bekannt ist.","{""0"": ""Die Schüler:innen begründen die Anwendung eines Modellversuchs zur Messung der Reaktionsgecshwindigkeit nicht."", ""1"": ""Die Schüler:innen begründen die Anwendung eines Modellversuchs zur Messung der Reaktionsgeschwindigkeit generisch mit der verminderten Komplexität."", ""2"": ""Die Schüler:innen begründen die Anwendung eines Modellversuchs zur Messung der Reaktionsgeschwindigkeit spezifisch mit der verminderten Komplexität des auftretenden Stoffumsatzes.""}",1
41111_chemie_cck01-18,41111,chemie_cck01-18,"In unserem Modellversuch zur Messung der Reaktionsgeschwindigkeit werden wir eine salzsaure Lösung mit Magnesiumpulver reagieren lassen. Diese Reaktion folgt der unten dargestellten Reaktionsgleichung: (siehe Moodle). Nenne und begründe auf Basis der Reaktionsgleichung geeignete Größen, die wir im zeitlichen Verlauf der Reaktion verfolgen können.","Es ändert sich die Masse , die Temperatur und der PH-Wert
","Auf Seiten der Edukte sind zwei Ionensorten zu sehen, sodass die Konzentration dieser Ionensorten im Reaktions-  verlauf verfolgt werden kann. Bei genauer Betrachtung der Reaktionsgleichung ist allerdings festzustellen, dass  sich die Konzentration an Chlorid-Ionen (wenn man das Ausfällen eines Magnesiumsalzes vernachlässigt) nicht  verändern wird, sondern lediglich die Konzentration an Oxonium-Ionen. Darüber hinaus könnte die Massenab-  nahme an Magnesium, die Volumenzunahme an Wasserstoffgas, die Konzentrationszunahme an Magne-  sium-Ionen verfolgt werden sowie die Veränderung der Leitfähigkeit","{""0"": ""Die Schüler:innen identifizieren keine konkreten Größen, die sich zur Messung nutzen lassen."", ""1"": ""Die Schüler:innen identifizieren konkrete Größen mit passendem Beispiel teilweise oder identifizieren mindestens drei Größen, wobei nicht jeder Größe ein passendes Beispiel zugeordnet werden muss."", ""2"": ""Die Schüler:innen identifizieren mindestens drei konkrete Größen mit passendem Beispiel.""}",0
27147_chemie_cck02-27,27147,chemie_cck02-27,"Erkläre nochmals anhand der tabellierten Werte, inwiefern die Reaktionsgeschwindigkeit in diesem Beispiel nur von der Konzentration der eingesetzten Salzsäure abhängt.","Die Reaktionsgeschwindigkeit ist in diesem Fall nur von der Konzentration der Salzsäure abhängig .
Dies erkennt man daran , dass die Reaktionsgeschwindigkeit konstant zur Konzentration zunimmt .
Verdoppelt sich das eine , dann verdoppelt sich auch das andere .
Auch wenn das Gewicht zunimmt , jedoch die Konzentration gleich bleibt , dann bleibt auch die Reaktionsgeschwindigkeit gleich .
","Anhand der Tabelle lässt sich erkennen, dass die gemessene momentane Reaktionsgeschwindigkeit höher ist bei einer höheren Konzentration an Salzsäure. Vergleicht man Ansatz 3 und Ansatz 6, so lässt sich erkennen, dass die momentane Reaktionsgeschwindigkeit beide Male gleich hoch ist, obwohl die Masse des eingesetzten Magnesiums bei Ansatz 6 doppelt so hoch ist. Daraus lässt sich schließen, dass das Magnesium als Feststoff keinen Einfluss auf die (momentane) Reaktionsgeschwindigkeit hat.","{""0"": ""Die Schüler:innen verifizieren den gefundenen Trend nicht anhand der Ansätze."", ""1"": ""Die Schüler:innen verifizieren den gefunden Trend anhand der Ansätze, lassen die Unveränderlichkeit der Reaktionsgeschwindigkeit bei Erhöhung der Masse an Magnesium aber unbeachtet."", ""2"": ""Die Schüler:innen verifizieren den gefundenen Trend anhand der Ansätze und beschreiben die Unveränderlichkeit der Reaktionsgeschwindigkeit bei Erhöhung der Masse an Magnesium.""}",2
32114_chemie_cck01-17,32114,chemie_cck01-17,"Erkläre nach Betrachten des obigen Schemas in eigenen Worten, warum zu einer exakten Verfolgung der zu verfolgenden Größen auf einen Modellversuch zurückgegriffen wird.","Da der Modellversuch eine ähnliche Reaktionsgeschwindigkeit hat und die vereinfachte Version des eigentlichen Stoffwechselprozess ist , ist es möglich die Reaktionsgeschwindigkeit , der salzsäure Lösung sowie des Magnesiumpulver zu messen und eine ähnliche Reaktion beobachten .
","Bei der Reaktion mit Weizenmehl gibt es zu viele Inhaltsstoffe, deren Abbau jeweils einzeln betrachtet werden  müsste. Außerdem verläuft die Reaktion über verschiedene Zwischenschritte mit verschiedenen Produkten, die  kompliziert sind und nicht für die Betrachtung der Reaktionsgeschwindigkeit gebraucht werden. Auch ist der ge-  naue Gehalt der Inhaltsstoffe im Mehl variabel und kann sehr stark abweichen.  In der Vereinfachung kann die Reaktionsgeschwindigkeit viel besser gemessen werden, da es weniger Edukte und  Produkte, sowie Zwischenstufen der Reaktion gibt und die genaue Menge zu Anfang bekannt ist.","{""0"": ""Die Schüler:innen begründen die Anwendung eines Modellversuchs zur Messung der Reaktionsgecshwindigkeit nicht."", ""1"": ""Die Schüler:innen begründen die Anwendung eines Modellversuchs zur Messung der Reaktionsgeschwindigkeit generisch mit der verminderten Komplexität."", ""2"": ""Die Schüler:innen begründen die Anwendung eines Modellversuchs zur Messung der Reaktionsgeschwindigkeit spezifisch mit der verminderten Komplexität des auftretenden Stoffumsatzes.""}",0
26106_chemie_cck02-63,26106,chemie_cck02-63,Beantworte die Frage 'Brauchen wir eigentlich Katalase?' mit mindestens drei Argumenten und wende zu Übungszwecken das CER-Schema explizit an. Behauptung (C):,"Ja , wir brauchen Katalase .
","Wir brauchen Katalase im Stoffwechsel, ihre Abwesenheit führt zum Tod.","{""0"": ""Die Schüler:innen stellen keine wissenschaftlich überprüfbare Behauptung zur Notwendigkeit der Katalase in einem funktionalen Stoffwechsel auf."", ""1"": ""Die Schüler:innen stellen eine wissenschaftlich überprüfbare Behauptung zur Notwendigkeit der Katalase in einem funktionalen Stoffwechsel auf, gehen hierbei aber nicht auf die allgemeine Konsequenz der Abwensenheit ein."", ""2"": ""Die Schüler:innen stellen eine wissenschaftlich überprüfbare Behauptung zur Notwendigkeit der Katalase in einem funktionalen Stoffwechsel auf und gehen hierbei auf die allgemeine Konsequenz der Abwesenheit ein.""}",0
37111_chemie_cck01-10,37111,chemie_cck01-10,"Hast Du auf Grundlage der oben beantworteten Aufgaben bereits Ideen, welche Größen geeignet sein könnten, um die Geschwindigkeit dieser Reaktion zu erfassen? Wenn ja, beschreibe und begründe Deine Ideen","Vielleicht jemandem wie viel Amylase dazugegebenem wird .
Mehr amylase , mehr / höhere Umsetzung Masse Temperatur Volumen
","Zur Erfassung des zeitlichen Verlaufs einer Reaktion könnte die Menge (Masse, Volumen, Konzentra-  tion) der Produkte und Edukte betrachtet werden. Diese sollte im Reaktionsverlauf für Edukte abneh-  men, da sie im Prozess der Stoffumwandlung zu Produkten reagieren. Gleichzeitig sollte sie für die  Produkte zunehmen, da diese im Reaktionsprozess fortlaufend gebildet werden. Die Abnahme an Edu-  kten und das Entstehen von Produkten kann entsprechend zeitlich verfolgt werden","{""0"": ""Die Schüler:innen betrachten weder die Reaktionsprodukte, noch leiten sie geeignete Stoffgrößen zur Erfassung der zeitlichen Veränderung her."", ""1"": ""Die Schüler:innen leiten mindestens zwei geeignete Stoffgrößen zur Erfassung der zeitlichen Veränderung her."", ""2"": ""Die Schüler:innen leiten mindestens drei geeignete Stoffgrößen zur Erfassung der zeitlichen Veränderung her und stellen einen sinnvollen Zusammenhang her.""}",0
28106_chemie_cce02-47,28106,chemie_cce02-47,Verfasse abschließend eine kurze Argumentation zu optimalen Synthesebedingungen der Ammoniaksynthese.,"Um eine Optimale Synthesebedingung zu bevorzugen benötigen wir verschiedene faktoren welche einen einfluss auf die reaktion hat einerseits brauchen wir einen Kathalysator , damit die Reaktion beschleunigt wird .
Zudem Brauchen wir die richtige Temperatur .
Bei einer zu hohen Temperatur wir die Rückreation stark bevorzugt , welches nicht Optimal ist .
Aufgrunddessen benötigen wir die niedrigste temperatur die mögich ist welche ca 500 gard sind , weil dort der khatalysator wirkt .
Optimal ist eine Edukt entnahme Der Druck Spelt hierbei euch eine tolle aber preislich ist es sehr teuer
","Hohe Drücke führen zur Favorisierung der Ammoniakbildung, da diese zur Bildung von weniger Gasteil_x0002_chen führt, sodass sich bei hohen Drücken der Volumenanteil an Ammoniak im Reaktionsgemisch „Wasserstoff, Stickstoff und Ammoniak“ erhöht. Allerdings sollte der Druck nicht immens erhöht wer_x0002_den, da die Erzeugung hoher Drücke und die damit verbundenen Sicherheitsmaßnahmen sehr kosten_x0002_intensiv sind. Deshalb ist über weitere Maßnahmen in der Reaktionsführung nachzudenken.  Hohe Temperaturen wirken nicht förderlich auf die Ammoniakbildung, da diese exotherm verläuft und eine stetige Temperaturerhöhung die Rückreaktion zu Wasserstoff und Stickstoff begünstigen würde. Die Temperaturen dürfen jedoch auch nicht zu niedrig gewählt werden, da der in der Synthese einge_x0002_setzte Katalysator erst ab einer Temperatur von 450 °C wirksam ist. Der Katalysator wird benötigt, da die Aktivierungsenergie zur Spaltung der Stickstoffmoleküle (erster Reaktionsschritt) enorm hoch ist, dieser Reaktionsschritt verläuft ohne Katalysator deshalb sehr langsam.  Durch Verflüssigung von Ammoniak kann dessen weitere Bildung begünstigt werden, da diese Maß_x0002_nahme zur Störung des Gleichgewichts führt in der Art, dass eine Wiedereinstellung zur Bildung von mehr Ammoniak führt. Darüber hinaus können nach der Verflüssigung des Ammoniaks die Edukte Wasserstoff und Stickstoff zurück in den Reaktor geleitet werden. Dieser Schritt ist wirtschaftlich von Vorteil, da auf diese Weise Kosten für die Wasserstofferzeugung eingespart werden können.  Insgesamt müssen also Kompromisse zwischen Druck, Temperatur und anderen Elementen der Reak_x0002_tionsführung eingegangen werden. Eine optimale Syntheseführung liegt auf Grundlage der vorherigen Argumentation bei 450 °C und 300 bar sowie dem Einsatz eines Eisenkatalysators mit der Option, dass Ammoniak zugunsten der weiteren Ammoniakbildung verflüssigt wird.","{""0"": ""Die Schüler:innen verfassen keine Argumentation zu optimalen Synthesebedingungen der Ammoniaksynthese."", ""1"": ""Die Schüler:innen verfassen eine Argumentation zu optimalen Synthesebedingungen der Ammoniaksynthese, in welcher jedoch wenige und/oder falsche Argumente verwendet werden."", ""2"": ""Die Schüler:innen verfassen eine Argumentation zu optimalen Synthesebedingungen der Ammoniaksynthese mit vielen Argumenten.""}",1
27120_chemie_cce01-23,27120,chemie_cce01-23,"Erkläre außerdem, wie sich ein Stillstand der Reaktion auf submikroskopischer Ebene äußern würde.","Der Stillstand der Reaktion würde sich auf submikroskopischer Ebene so äußern , dass es zu wenig Carbonsäuremoleküle , als das Carbonsäureester reagieren könnte wodurch die Konzentration von beiden Molekülen gleich bleibt .
","Ein Stillstand auf submikroskopischer Ebene würde bedeuten, dass es keine effektiven Zusammenstöße mehr zwischen Teilchen gibt, die zu einer stofflichen Veränderung führen.","{""0"": ""Die Schüler:innen modellieren das Reaktionsende nicht mithilfe des Kollisionsmodells."", ""1"": ""Die Schüler:innen beschreiben einen Stillstand der Teilchen, ohne auf das Ausbleiben erfolgreicher Kollisionen einzugehen."", ""2"": ""Die Schüler:innen beschreiben den Reaktionsstillstand auf Basis ausbleibender Kollisionen.""}",0
35107_chemie_cck01-33,35107,chemie_cck01-33,Beschreibe den Kurvenverlauf des erzeugten Polygonzugs und vergleiche diesen mit Deinen Annahmen zum Verlauf der zeitlichen Änderung der entsprechenden Größe.,"Die Kurve fällt .
","Die Abnahme der Konzentration erfolgt in einem ersten Zeitabschnitt zwischen 0 und ca. 90 Sekunden sehr schnell, was sich in einem zunächst steilen Kurvenverlauf widerspiegelt. Im Zeitintervall von 100 bis ca. 180 Sekunden flacht der Kurvenverlauf etwas ab, aber sinkt weiterhin. Anschließend scheint sich die Konzentration nur noch geringfügig zu ändern, sodass ein immer flacherer Kurvenverlauf zu beobachten ist. Es könnte sich um eine Abklingfunktion handeln ODER Die Zunahme des Volumens erfolgt in einem ersten Zeitabschnitt zwischen 0 und ca. 90 Sekunden sehr schnell, was sich in einem zunächst steilen Kurvenverlauf widerspiegelt. Im Zeitintervall von 100 bis ca. 180 Sekunden flacht der Kurvenverlauf etwas ab, aber steigt weiterhin, Anschließend scheint sich das Volumen nur noch geringfügig zu ändern, sodass ein immer flacherer Kurvenverlauf zu beobachten ist. Es könnte sich um eine Sätttigugnsfunktion handeln.","{""0"": ""Die Schüler:innen diskutieren weder den Stoffumsatz als Funktion der Zeit, noch beziehen sie die tabellarischen und graphischen Messwerte mit ein."", ""1"": ""Die Schüler:innen diskutieren den Stoffumsatz als Funktion der Zeit teilweise anhand der tabellarischen und graphischen Messwerte (eher oberflächliche Kurvenbeschreibung unter Einbindung nur eines der KEs)."", ""2"": ""Die Schüler:innen diskutieren den Stoffumsatz als Funktion der Zeit umfassend anhand der tabellarischen und graphischen Messwerte (detailliert unter Einbindung der KEs).""}",0
33112_chemie_cck01-28,33112,chemie_cck01-28,Wie strukturierst Du den Versuchsablauf? Beschreibe und begründe die Häufigkeit der Messwerterfassung sowie den zeitlichen Abstand zwischen den einzelnen Erfassungen,"Magnesium abwiegen und auch die Salzsäure messen .
Der entstehende Wasserstoff wird mit dem Messding aufgefangen und gemessen .
Man sollte es nach einigen Sekunden immer wieder ablesen .
Am besten sehr oft ablesen um genaue Werte zu erhalten .
","Um die zeitlich bedingten Veränderungen der Größen möglichst genau erfassen zu können, sollten recht kleine  Zeitintervalle gewählt werden (z.B. 10 s), d.h. alle 10 s erfolgt das Ablesen des aktuellen Messwertes (am Kolben-  prober bzw. am pH-Meter). Der zeitliche Abstand zwischen jeder Messwerterfassung sollte außerdem derselbe  sein, damit im Nachhinhein Rückschlüsse zur Veränderung mit der Zeit gezogen werden können.","{""0"": ""Die Schüler:innen beschreiben und begründen eine systematische Erfassung nicht."", ""1"": ""Die Schüler:innen beschreiben eine systematische Erfassung mit gleichen Zeitintervallen, begründen diese aber nicht."", ""2"": ""Die Schüler:innen beschreiben und begründen eine systematische Erfassung mit gleichen Zeitintervallen.""}",1
36109_chemie_cck02-23,36109,chemie_cck02-23,Beschreibe zunächst die Kurvenverläufe.,"Beim Ansatz C wird am meisten H2 gebildet , danach kommt B und am wenigsten hat A.
","Die gelbe Kurve steigt zunächst steil und stetig an und läuft schließlich gegen 300 ml. Die blaue Kurve steigt weniger steil an, flacht früher ab und läuft gegen 200 ml. Die rote Kurve steigt am wenigsten steil an und flacht am frühsten ab. Sie läuft gegen 100 ml.","{""0"": ""Die Schüler:innen beschreiben die vorliegenden Daten nicht."", ""1"": ""Die Schüler:innen beschreiben die Kurvenverläufe auf Basis von Oberflächenmerkmalen (z. B. Anstieg)."", ""2"": ""Die Schüler:innen beschreiben die Kurvenverläufe auf Basis von Oberflächenmerkmalen und nennen relevante Werte.""}",0
33110_chemie_cck02-34,33110,chemie_cck02-34,Dokumentiere Deine vergleichenden Beobachtungen in der vorgegebenen Tabelle.,"Vegleichende Versuchsbeobachtungen Ansatz A Ansatz B Ansatz C weiß Färbung , leichte Schaumbildung weiß Färbung , starke Schaumbildung gelb Färbung , sehr starke Schaumbildung
",Ansatz A: schwache CO2-Entwicklung/Gasentwicklung Tablette löst sich langsam auf.  Ansatz B: mittelstarke CO2-Entwicklung/Gasentwicklung Tablette löst sich schneller als in A auf.  Ansatz C: sehr starke Gasentwicklung Tablette löst sich sofort auf,"{""0"": ""Die Schüler:innen beschreiben das Phänomen ohne Bezug zum Demonstrationsexperiment."", ""1"": ""Die Schüler:innen beschreiben das Phänomen unter Fokussierung auf die Gasentwicklung oder auf das Auflösen der Brausetablette."", ""2"": ""Die Schüler:innen beschreiben das Phänomen unter differenzierter Fokussierung auf die Gasentwicklung und heben die Unterschiede hervor.""}",2
31115_chemie_cck02-34,31115,chemie_cck02-34,Dokumentiere Deine vergleichenden Beobachtungen in der vorgegebenen Tabelle.,"Vegleichende Versuchsbeobachtungen Ansatz A Ansatz B Ansatz C Ich weiß nicht , wo ich das Video finden soll ?
",Ansatz A: schwache CO2-Entwicklung/Gasentwicklung Tablette löst sich langsam auf.  Ansatz B: mittelstarke CO2-Entwicklung/Gasentwicklung Tablette löst sich schneller als in A auf.  Ansatz C: sehr starke Gasentwicklung Tablette löst sich sofort auf,"{""0"": ""Die Schüler:innen beschreiben das Phänomen ohne Bezug zum Demonstrationsexperiment."", ""1"": ""Die Schüler:innen beschreiben das Phänomen unter Fokussierung auf die Gasentwicklung oder auf das Auflösen der Brausetablette."", ""2"": ""Die Schüler:innen beschreiben das Phänomen unter differenzierter Fokussierung auf die Gasentwicklung und heben die Unterschiede hervor.""}",0
27132_chemie_cck02-13,27132,chemie_cck02-13,Begründe deine Auswahl.,"Je mehr Substrate bzw. Moleküle sich in einem Aufenthaltsraum aufhalten , desto höher ist die Wahrscheinlichkeit dass diese eine Reaktion eingehen
","Eine erhöhte Stoßwahrscheinlichkeit durch das Vorliegen mehrerer Teilchen erhöht auch die Wahrscheinlichkeit erfolgreicher Zusammenstöße, die zu einer Reaktion führen und letztlich Einfluss auf die Reaktionsgeschwindigkeit nehmen.","{""0"": ""Die Schüler:innen stellen keinen Zusammenhang zwischen der Stoßwahrscheinlichkeit, der Effektivität einer Kollision und der Reaktionsgeschwindigkeit her."", ""1"": ""Die Schüler:innen stellen einen Zusammenhang zwischen der generellen Stoßwahrscheinlichkeit (häufigere Kollisionen) und der Reaktionsgeschwindigkeit her."", ""2"": ""Die Schüler:innen stellen einen Zusammenhang zwischen Stoßwahrscheinlichkeit, der damit verbundenen Wahrscheinlichkeit effektiver Zusammenstöße und der Reaktionsgeschwindigkeit her.""}",0
39110_chemie_cck02-27,39110,chemie_cck02-27,"Erkläre nochmals anhand der tabellierten Werte, inwiefern die Reaktionsgeschwindigkeit in diesem Beispiel nur von der Konzentration der eingesetzten Salzsäure abhängt.","Je mehr HCL- Moleküle im Gemisch sind
","Anhand der Tabelle lässt sich erkennen, dass die gemessene momentane Reaktionsgeschwindigkeit höher ist bei einer höheren Konzentration an Salzsäure. Vergleicht man Ansatz 3 und Ansatz 6, so lässt sich erkennen, dass die momentane Reaktionsgeschwindigkeit beide Male gleich hoch ist, obwohl die Masse des eingesetzten Magnesiums bei Ansatz 6 doppelt so hoch ist. Daraus lässt sich schließen, dass das Magnesium als Feststoff keinen Einfluss auf die (momentane) Reaktionsgeschwindigkeit hat.","{""0"": ""Die Schüler:innen verifizieren den gefundenen Trend nicht anhand der Ansätze."", ""1"": ""Die Schüler:innen verifizieren den gefunden Trend anhand der Ansätze, lassen die Unveränderlichkeit der Reaktionsgeschwindigkeit bei Erhöhung der Masse an Magnesium aber unbeachtet."", ""2"": ""Die Schüler:innen verifizieren den gefundenen Trend anhand der Ansätze und beschreiben die Unveränderlichkeit der Reaktionsgeschwindigkeit bei Erhöhung der Masse an Magnesium.""}",0
