id,student_id,question_id,question,answer,sample_solution,rubric,level
36116_chemie_cck02-24,36116,chemie_cck02-24,Ergänze die folgende Tabelle (mit ungefähren Werten!) ohne exakte graphische Bestimmung auf Basis des obigen Diagramms.,"v , c-Abhängigkeit cSalzsäure [ mol / l ] vVolumenbezogen [ ml / s ] 0,1 0,731 0,2 1,46 0,3 2,19 0,4 2,92
","0,2: 1,462; 0,3: 2,193; 0,4: 2,924","{""0"": ""Die Schüler:innen präsentieren kein Verständnis zum proportionalen Zusammenhang zwischen Konzentration und Reaktionsgeschwindigkeit."", ""1"": ""Die Schüler:innen präsentieren teilweise Verständnis zum proportionalen Zusammenhang zwischen Konzentration und Reaktionsgeschwindigkeit, indem sie wenigstens zwei Werte richtig bestimmen."", ""2"": ""Die Schüler:innen präsentieren ein volels Verständnis zum proportionalen Zusammenhang zwischen Konzentration und Reaktionsgeschwindigkeit, indem sie alle Werte richtig bestimmen.""}",2
27145_chemie_cce01-23,27145,chemie_cce01-23,"Erkläre außerdem, wie sich ein Stillstand der Reaktion auf submikroskopischer Ebene äußern würde.","Es erfolgen reaktionen mit derselben Reaktionsgeschwindigkeit .
","Ein Stillstand auf submikroskopischer Ebene würde bedeuten, dass es keine effektiven Zusammenstöße mehr zwischen Teilchen gibt, die zu einer stofflichen Veränderung führen.","{""0"": ""Die Schüler:innen modellieren das Reaktionsende nicht mithilfe des Kollisionsmodells."", ""1"": ""Die Schüler:innen beschreiben einen Stillstand der Teilchen, ohne auf das Ausbleiben erfolgreicher Kollisionen einzugehen."", ""2"": ""Die Schüler:innen beschreiben den Reaktionsstillstand auf Basis ausbleibender Kollisionen.""}",0
31106_chemie_cce01-28,31106,chemie_cce01-28,Erkläre diesen Verlauf mithilfe der Kollisionstheorie und nimm Stellung zur makroskopisch bedingten Annahme eines Reaktionsstillstandes.,"Nach der Kollisionstheorie ist eine Kollision umso erfolgreicher , je schneller und öfter Teilchen aufeinander Prallen .
Da zu Beginn des Experimentes noch sehr viele Edukte , aber noch keine Produkte vorliegen geschehen viele Erfolgreiche Kollisionen- also hin reaktionen , während durch die noch nicht sehr hohe Zahl Produkte keine Rückreaktionen geschehen .
Kurz nach Reaktionsbeginn liegen schon einige Produkte vor es kommt zu ersten Rückreaktionen .
Gleichzeitig gibt es jedoh auch noch genug Edukte , sodass Hin und Rückreaktion im nahzu gleichen Maße ablaufen .
Zum ende der Reaktion liegen sehr viele Produkte vor , zwischen denen es nun im gleichen Maße zu hin und rückreaktionen kommt .
","Am Anfang der Reaktion ist die Reaktionsrate der Hinreaktion sehr hoch, da eine hohe Anzahl an Edukt-Teilchen vorliegt. Hierbei kommt es zu  sehr vielen effektiven Zusammenstößen, da die Anzahl an Zusammenstößen insgesamt höher ist. Gleichzeitig ist die Anzahl der Produkt-Teil-  chen noch sehr gering, weshalb es nur zu wenigen Zusammenstößen zwischen diesen kommt und damit auch zu wenig effektiven Zusammen-  stößen. Dadurch ist die Reaktionsrate der Rückreaktion zu Beginn der Reaktion gering. Im Verlauf der Reaktion steigt die Anzahl der Produkt-  Teilchen und damit verbunden die Reaktionsrate der Rückreaktion. Die Anzahl der Edukt-Teilchen und damit verbunden die Reaktionsrate der  Hinreaktion sinkt. Die Reaktionsraten nähern sich einander an, bis sie schließlich gleich sind. Sind die Reaktionsraten von Hin- und Rückreaktion  gleich, das heißt verläuft die Hinreaktion genauso schnell wie die Rückreaktion, sieht es makroskopisch betrachtet so aus, als wäre die Reaktion  zum Erliegen gekommen.","{""0"": ""Die Schüler:innen erläutern weder den dynamischen Charakter des Gleichgewichtszustands der Versterungsreaktion, noch beziehen sie das Kollisionsmodell bei der Beschreibung der veränderten Reaktionsraten mit ein."", ""1"": ""Die Schüler:innen beschreiben die Veränderung der Reaktionsrate im zeitlichen Verlauf ohne auf ihre Angleichung und damit den Zustand des dynamischen Gleichgewichts einzugehen."", ""2"": ""Die Schüler:innen beschreiben die Veränderung der Reaktionsrate im zeitlichen Verlauf sowie ihre Angleichung und damit den Zustand des dynamischen Gleichgewichts.""}",2
34113_chemie_cck02-24,34113,chemie_cck02-24,Ergänze die folgende Tabelle (mit ungefähren Werten!) ohne exakte graphische Bestimmung auf Basis des obigen Diagramms.,"v , c-Abhängigkeit cSalzsäure [ mol / l ] vVolumenbezogen [ ml / s ] 0,1 0,731 0,2 1,4 0,3 2,1 0,4 2,8
","0,2: 1,462; 0,3: 2,193; 0,4: 2,924","{""0"": ""Die Schüler:innen präsentieren kein Verständnis zum proportionalen Zusammenhang zwischen Konzentration und Reaktionsgeschwindigkeit."", ""1"": ""Die Schüler:innen präsentieren teilweise Verständnis zum proportionalen Zusammenhang zwischen Konzentration und Reaktionsgeschwindigkeit, indem sie wenigstens zwei Werte richtig bestimmen."", ""2"": ""Die Schüler:innen präsentieren ein volels Verständnis zum proportionalen Zusammenhang zwischen Konzentration und Reaktionsgeschwindigkeit, indem sie alle Werte richtig bestimmen.""}",2
33114_chemie_cck02-09,33114,chemie_cck02-09,Beschreibe auf Basis Deines Vorwissens die Erklärungskraft der submikroskopischen Ebene (was vermag diese Modellebene darzustellen?).,"Durch die submikroskopische ebene können wir spiziellere informationen über die momentane konzentrationverteilung herausbekommen
",Sie erweitert den makroskopischen Blick und erlaubt Aussagen zum Verhalten und zur Interaktion der Teilchen. Mithilfe von Teilcheninteraktionen können viele Phänomene beschrieben und erklärt werden.,"{""0"": ""Die Schüler:innen erläutern den erweiterten Blick der makroskopischen Ebene nicht."", ""1"": ""Die Schüler:innen erläuten den Vorteil, dass die submikroskopische Ebene mit dem Teilchenbegriff die makroskopischen Blick erweitert."", ""2"": ""Die Schüler:innen erläutern den Vorteil, dass mithilfe von Teilchen und deren Interaktionen Phänomene erklärt werden können.""}",0
29116_chemie_cck02-52,29116,chemie_cck02-52,Begründe Deine Auswahl.,"Es wird zwischen Spänen , dem Band und dem Pulver unterschieden , die alle die gleiche Konzentration besitzen .
Zudem sind die Temperaturen auch alle gleich .
Dieser Versuch eignet sich am besten da alle die gleichen Vorraussetzungen haben und die Reaktionsgeschwindigkeit hier eine Rolle spielt .
","In dieser Untersuchung soll der Einfluss des Zerteilungsgrads (unabhängige Variable) auf die Reaktionsgeschwindigkeit (abhängige Variable) untersucht werden. Um diesen Einfluss gezielt untersuchen zu können, müssen alle anderen Variablen (auch: Störvariablen, in diesem Fall Konzentration, Temperatur und die Art des Reaktionsgefäßes) konstant gehalten werden, um kausale Aussagen zwischen abhängiger und unabhängiger Variable treffen zu können.","{""0"": ""Die Schüler:innen begründen ihre Auswahl nicht mit der Variablenkontrollstrategie."", ""1"": ""Die Schüler:innen begründen ihre Auswahl mit der Variablenkontrollstrategie und definieren auftretende Variablen teilweise korrekt."", ""2"": ""Die Schüler:innen begründen ihre Auswahl mit der Variablenkontrollstrategie und definieren auftretende Variablen vollständig korrekt.""}",2
38112_chemie_cck01-02,38112,chemie_cck01-02,Beschreibe die oben dargstellten Phänomene in eigenen Worten und charaktersiere diese als chemische Reaktion.,"Phänomen A stellt einen Magen da , indem ein Toast und ein Brötchen enthalten ist , dies ist durch die Pfeife die sich von den Lebensmitteln auf den Magen zeigen erkenntlich .
Hier handelt es sich um die Verdauung Phänomen B zeigt einen Hefeteig , der in einer Schüssel unter einen Handtuch halb abgedeckt wurde .
Hier handelt es sich um die alkoholische Gärung .
Phänomen C stellt eine Mehlexplosion da .
Auf dem Boden liegt Mehl und über dem Mehl findet eine Explosion statt .
","In Bild A wird die Verdauung von Brot und Gebäck im Magen dargestellt. Hierbei handelt es sich um  eine langsam ablaufende Reaktion, die über mehrere Stunden verläuft. Das Brot wird durch die Ma-  gensäure und Enzyme in seine Bestandteile zersetzt, d.h. die Stärke des Mehls wird in Glucose-Mole-  küle zerlegt.  In Bild B wird das Aufgehen eines Hefeteigs gezeigt. Diese Reaktion geht schneller als Reaktion A und  läuft so ab, dass die zugegebenen Hefe-Pilze und Mikroorganismen der Hefe die Stärke aus dem Mehl  verdauen und dabei Gase entstehen, die den Teig aufgehen lassen.  In Bild C sieht man eine Mehlstaubexplosion. Hierbei handelt es sich um eine sehr schnell ablaufende  Reaktion, bei der das Mehl schnell verbrennt und viel Energie freigesetzt wird.  Im Gesamten kennzeichnen sich alle dargestellten Phänomene durch einen Stoff- sowie einen Ener-  gieumsatz.","{""0"": ""Die Schüler:innen beschreiben weder die Reaktionsbespiele noch beziehen sie zentrale Kennzeichen chemischer Reaktionen mit ein"", ""1"": ""Die Schüler:innen beschreiben den Ablauf der Reaktionsbeispiele und beziehen ein Kennzeichen chemischer Reaktionen mit ein"", ""2"": ""Die Schüler:innen beschreiben den Ablauf der Reaktionsbeispiele beider zentraler Kennzeichen chemischer Reaktionen""}",1
27130_chemie_cce02-30,27130,chemie_cce02-30,Notiere Deine Beobachtungen.,"Wenn man Unterdruck in der Spritze erzeugt entstehen Blasen und die Lösung verfärbt sich blau .
Wenn man die Spritze zusammendrückt verfärbt sich die Lösung wieder gelblich .
",1. Nach Aufsaugen des CO2 und Schütteln färbt sich die Lösung gelb bis hellgrün.  2. Nach Druckminderung durch Aufziehen der Spritze wird die Lösung wieder dunkelgrüner.  3. Durch Druckerhöhung durch das Zusammendrücken der Spritze färbt sich die Lösung wieder gelb.,"{""0"": ""Die Schüler:innen stellen keine Beobachtungen auf."", ""1"": ""Die Schüler:innen stellen mindestens eine Beobachtung zum Druckeinfluss auf."", ""2"": ""Die Schüler:innen stellen zu jedem Punkt der Durchführung sinnvolle Beobachtungen auf.""}",2
41110_chemie_cck02-13,41110,chemie_cck02-13,Begründe deine Auswahl.,"Wenn ein Zusammenstoß eine Reaktion verursacht erhòht die Wahrscheinlichkeit für ein Zusammenstoß die Wahrscheinlichkeit für eine Reaktion .
","Eine erhöhte Stoßwahrscheinlichkeit durch das Vorliegen mehrerer Teilchen erhöht auch die Wahrscheinlichkeit erfolgreicher Zusammenstöße, die zu einer Reaktion führen und letztlich Einfluss auf die Reaktionsgeschwindigkeit nehmen.","{""0"": ""Die Schüler:innen stellen keinen Zusammenhang zwischen der Stoßwahrscheinlichkeit, der Effektivität einer Kollision und der Reaktionsgeschwindigkeit her."", ""1"": ""Die Schüler:innen stellen einen Zusammenhang zwischen der generellen Stoßwahrscheinlichkeit (häufigere Kollisionen) und der Reaktionsgeschwindigkeit her."", ""2"": ""Die Schüler:innen stellen einen Zusammenhang zwischen Stoßwahrscheinlichkeit, der damit verbundenen Wahrscheinlichkeit effektiver Zusammenstöße und der Reaktionsgeschwindigkeit her.""}",0
35112_chemie_cck02-31,35112,chemie_cck02-31,Erkläre mithilfe der tabellierten Daten die Abhängigkeit der momentanen Reaktionsgeschwindigkeit von den Konzentrationen beider eingesetzter Edukte.,"Die Konzentration der Carbonsäure bleibt ungefähr gleich , die vom Alkohol nimmt zuerst ab und geht dann wieder hoch .
","Durch den Vergleich der Ansätze 1 und 3 wird ersichtlich, dass bei einer geringeren Konzentration an eingesetztem Alkohol bei einer gleichbleibenden Carbonsäure-Konzentration die momentane Reaktions-geschwindigkeit sinkt. Durch den Vergleich von Ansatz 1 und 2 wird ersichtlich, dass eine Konzentrationserhöhung der Carbonsäure bei gleichbleibender Alkoholkonzentration eine Erhöhung der momentanen Reaktionsgeschwindigkeit bewirkt. Somit kann davon ausgegangen werden, dass die Reaktionsgeschwindigkeit von beiden Edukten abhängig ist.","{""0"": ""Die Schüler:innen erklären die Abhängigkeit der Reaktionsgeschwindigkeit von beiden Edukten nicht anhand der Ansätze."", ""1"": ""Die Schüler:innen erklären die Abhängigkeit der Reaktionsgeschwindigkeit bezogen auf nur ein Edukt anhand der Ansätze und reproduzieren somit das Geschwindigkeitsgesetz 1. Ordnung."", ""2"": ""Die Schüler:innen erklären die Abhängigkeit der Reaktionsgeschwindigkeit von beiden Edukten anhand der Ansätze und entwickeln die Überlegung zum Geschwindigkeitsgestz 2. Ordnung.""}",0
27115_chemie_cck02-36-01,27115,chemie_cck02-36-01,Wie würdest Du deine Vermutung einem Mitschüler erklären? Verfasse eine Erklärung.,"Je höher die Temperatur , desto größer die Reaktionsgeschwindigkeit ( bzw. desto schneller löst sich die Tablette auf .
Je höher die Temperatur , desto schneller bewegen sich die Teilchen in dem betreffenden Medium .
Somit steigt die Wahrscheinlichkeit eines Zusammenstoßes und somit auch die Reaktionsgeschwindigkeit .
","Individuelle Lösung, sollte aber begründet erfolgen, es wird erfasst, welche KEs generell schon verfügbar sind (sozusagen feingliedrige Erhebung des Vorwissens)","{""0"": ""Die Schüler:innen verfassen keine begründete Erklärung ihrer Vermutung."", ""1"": ""Die Schüler:innen verfassen eine begründete Erklärung ihrerVermutung und nutzen hierbei wenigstens einen relevanten Aspekt des Kollisionsmodells."", ""2"": ""Die Schüler:innen verfassen eine begründete Erklärung ihrer Vermutung und nutzen hierbei wenigstens zwei relevante Aspekte der Kollisionstheorie.""}",1
29113_chemie_cck02-43,29113,chemie_cck02-43,"Vergleiche mit Hinblick auf die Temperatur die Anzahl an Teilchen, die die sogenannte Mindestenergie (in der Animation EA dargestellt) aufbringen.","Beantwortung der Impulsfrage Mögliche Darstellung in einer Animation des Kollisionsmodell Bei höherer Temperatur erreichen mehr Teilchen die Mindestenergie , weswegen es zu mehr effektiven zusammenstößen kommt .
Größerer Anteil an effektiven Zusammenstößen bei höherer Temperatur .
","Beantwortung: Bei 22 °C erreicht nur ein sehr kleiner Anteil der Teilchen die Mindestenergie, die für die Reaktion erforderlich ist. Bei 45 °C sind es bereits mehr Teilchen und bei 75 °C erreicht ca. die Hälfte der Teilchen die Mindestenergie.  Darstellung: Größere Anzahl effektiver Zusammenstöße der Edukt-Teilchen bei höheren Temperaturen (22 °C < 45 °C < 75 °C).","{""0"": ""Die MB-Verteilung wird weder aufgabenbezogen korrekt gedeutet noch deren Deutung auf das submikroskopische Modell übertragen."", ""1"": ""Die MB-Verteilung wird aufgabenbezogen korrekt gedeutet, aber die Deutung wird nicht  auf das submikroskopische Modell übertragen."", ""2"": ""Die MB-Verteilung wird aufgabenbezogen korrekt gedeutet und die Deutung wird korrekt auf das submikroskopische Modell übertragen.""}",2
43115_chemie_cck02-13,43115,chemie_cck02-13,Begründe deine Auswahl.,"Wenn die Stoßwahrscheinlich hoch ist , dann werden mehr zusammenstöße erfolgen , folglich eine höhere raktionsgeschwindigkeit
","Eine erhöhte Stoßwahrscheinlichkeit durch das Vorliegen mehrerer Teilchen erhöht auch die Wahrscheinlichkeit erfolgreicher Zusammenstöße, die zu einer Reaktion führen und letztlich Einfluss auf die Reaktionsgeschwindigkeit nehmen.","{""0"": ""Die Schüler:innen stellen keinen Zusammenhang zwischen der Stoßwahrscheinlichkeit, der Effektivität einer Kollision und der Reaktionsgeschwindigkeit her."", ""1"": ""Die Schüler:innen stellen einen Zusammenhang zwischen der generellen Stoßwahrscheinlichkeit (häufigere Kollisionen) und der Reaktionsgeschwindigkeit her."", ""2"": ""Die Schüler:innen stellen einen Zusammenhang zwischen Stoßwahrscheinlichkeit, der damit verbundenen Wahrscheinlichkeit effektiver Zusammenstöße und der Reaktionsgeschwindigkeit her.""}",2
40105_chemie_cck01-28,40105,chemie_cck01-28,Wie strukturierst Du den Versuchsablauf? Beschreibe und begründe die Häufigkeit der Messwerterfassung sowie den zeitlichen Abstand zwischen den einzelnen Erfassungen,"Man liest es pro 10 sek ab um zu gucken wie viel Volumen abgegeben wurde Nach c. a 8 min passiert nix mehr
","Um die zeitlich bedingten Veränderungen der Größen möglichst genau erfassen zu können, sollten recht kleine  Zeitintervalle gewählt werden (z.B. 10 s), d.h. alle 10 s erfolgt das Ablesen des aktuellen Messwertes (am Kolben-  prober bzw. am pH-Meter). Der zeitliche Abstand zwischen jeder Messwerterfassung sollte außerdem derselbe  sein, damit im Nachhinhein Rückschlüsse zur Veränderung mit der Zeit gezogen werden können.","{""0"": ""Die Schüler:innen beschreiben und begründen eine systematische Erfassung nicht."", ""1"": ""Die Schüler:innen beschreiben eine systematische Erfassung mit gleichen Zeitintervallen, begründen diese aber nicht."", ""2"": ""Die Schüler:innen beschreiben und begründen eine systematische Erfassung mit gleichen Zeitintervallen.""}",2
43106_chemie_cck01-28,43106,chemie_cck01-28,Wie strukturierst Du den Versuchsablauf? Beschreibe und begründe die Häufigkeit der Messwerterfassung sowie den zeitlichen Abstand zwischen den einzelnen Erfassungen,"Messung des Volumens immer im 30 Sekunden Abstand .
Nach 3 Minuten wird der Versuch beendet .
Währenddessen werden die Werte sorgfältig dokumentiert .
","Um die zeitlich bedingten Veränderungen der Größen möglichst genau erfassen zu können, sollten recht kleine  Zeitintervalle gewählt werden (z.B. 10 s), d.h. alle 10 s erfolgt das Ablesen des aktuellen Messwertes (am Kolben-  prober bzw. am pH-Meter). Der zeitliche Abstand zwischen jeder Messwerterfassung sollte außerdem derselbe  sein, damit im Nachhinhein Rückschlüsse zur Veränderung mit der Zeit gezogen werden können.","{""0"": ""Die Schüler:innen beschreiben und begründen eine systematische Erfassung nicht."", ""1"": ""Die Schüler:innen beschreiben eine systematische Erfassung mit gleichen Zeitintervallen, begründen diese aber nicht."", ""2"": ""Die Schüler:innen beschreiben und begründen eine systematische Erfassung mit gleichen Zeitintervallen.""}",2
28106_chemie_cck02-60,28106,chemie_cck02-60,Erkläre diese Gesetzmäßigkeit mithilfe des Kollisionsmodells und nutze dazu […] (II) das Eingabfeld.,"Je kleiner die teile desto mehr efektive zusammenstöße
","Durch einen höheren Zerteilungsgrad kommt es zu mehr Zusammenstößen zwischen den Edukt-Teilchen, da durch eine Vergrößerung der Oberfläche mehrere Teilchen des Feststoffes reagieren können (man spricht auch von der aktiven Konzentration). Dadurch ist die Wahrscheinlichkeit für effektive Zusammenstöße höher, weshalb es vermehrt zu diesen kommt. Eine höhere Anzahl an effektiven Zusammenstößen pro Zeiteinheit bedeutet eine höhere Reaktionsgeschwindigkeit, die sich in der stärkeren Gasentwicklung zeigt.","{""0"": ""Die Schüler:innen erklären den Einfluss des Zerteilungsgrad nicht mithilfe des Kollisionsmodells."", ""1"": ""Die Schüler:innen erklären den Einfluss des Zerteilungsgrads mithilfe des Kollisionsmodells und verwenden die relevanten Modellkomponenten teilweise."", ""2"": ""Die Schüler:innen erklären den Einfluss des Zerteilungsgrad mithilfe des Kollisionsmodells und verwenden (fast) alle relevanten Modellkomponenten.""}",1
26108_chemie_cck02-43,26108,chemie_cck02-43,"Vergleiche mit Hinblick auf die Temperatur die Anzahl an Teilchen, die die sogenannte Mindestenergie (in der Animation EA dargestellt) aufbringen.","Beantwortung der Impulsfrage Mögliche Darstellung in einer Animation des Kollisionsmodell 0,02 - &gt; 22 ° C0 ,35 - &gt; 45 ° C0 ,41 - &gt; 77 ° CDabei fällt auf , dass bei niedrigen Temperaturen , die Teilchenanzahl verhältnismäßig niedrig ist und somit auch die Mindestenergie sehr gering ist .
Bei höheren Temperaturen und dementsprechend auch einer höheren Teilchenanzahl , ist auch die aufgebrachte Mindestenergie mehr .
Drei Säulen - &gt; Temperatur , Anzahl an Teilchen , Mindestenergie - &gt; je nachdem wie hoch oder niedrig die Werte sind , so bewegen sich auch die Säulen
","Beantwortung: Bei 22 °C erreicht nur ein sehr kleiner Anteil der Teilchen die Mindestenergie, die für die Reaktion erforderlich ist. Bei 45 °C sind es bereits mehr Teilchen und bei 75 °C erreicht ca. die Hälfte der Teilchen die Mindestenergie.  Darstellung: Größere Anzahl effektiver Zusammenstöße der Edukt-Teilchen bei höheren Temperaturen (22 °C < 45 °C < 75 °C).","{""0"": ""Die MB-Verteilung wird weder aufgabenbezogen korrekt gedeutet noch deren Deutung auf das submikroskopische Modell übertragen."", ""1"": ""Die MB-Verteilung wird aufgabenbezogen korrekt gedeutet, aber die Deutung wird nicht  auf das submikroskopische Modell übertragen."", ""2"": ""Die MB-Verteilung wird aufgabenbezogen korrekt gedeutet und die Deutung wird korrekt auf das submikroskopische Modell übertragen.""}",0
27130_chemie_cce01-28,27130,chemie_cce01-28,Erkläre diesen Verlauf mithilfe der Kollisionstheorie und nimm Stellung zur makroskopisch bedingten Annahme eines Reaktionsstillstandes.,"Je weniger Teilchen der Hinreaktion existieren , so geringer ist die Wahrscheinlichkeit , dass die Teilchen kollidieren und so miteinander reagieren .
Gleichzeitig existieren so mehr Teilchen der Rückreaktion und somit steigt die Wahrscheinlichkeit , dass sich so die Teilchen treffen .
","Am Anfang der Reaktion ist die Reaktionsrate der Hinreaktion sehr hoch, da eine hohe Anzahl an Edukt-Teilchen vorliegt. Hierbei kommt es zu  sehr vielen effektiven Zusammenstößen, da die Anzahl an Zusammenstößen insgesamt höher ist. Gleichzeitig ist die Anzahl der Produkt-Teil-  chen noch sehr gering, weshalb es nur zu wenigen Zusammenstößen zwischen diesen kommt und damit auch zu wenig effektiven Zusammen-  stößen. Dadurch ist die Reaktionsrate der Rückreaktion zu Beginn der Reaktion gering. Im Verlauf der Reaktion steigt die Anzahl der Produkt-  Teilchen und damit verbunden die Reaktionsrate der Rückreaktion. Die Anzahl der Edukt-Teilchen und damit verbunden die Reaktionsrate der  Hinreaktion sinkt. Die Reaktionsraten nähern sich einander an, bis sie schließlich gleich sind. Sind die Reaktionsraten von Hin- und Rückreaktion  gleich, das heißt verläuft die Hinreaktion genauso schnell wie die Rückreaktion, sieht es makroskopisch betrachtet so aus, als wäre die Reaktion  zum Erliegen gekommen.","{""0"": ""Die Schüler:innen erläutern weder den dynamischen Charakter des Gleichgewichtszustands der Versterungsreaktion, noch beziehen sie das Kollisionsmodell bei der Beschreibung der veränderten Reaktionsraten mit ein."", ""1"": ""Die Schüler:innen beschreiben die Veränderung der Reaktionsrate im zeitlichen Verlauf ohne auf ihre Angleichung und damit den Zustand des dynamischen Gleichgewichts einzugehen."", ""2"": ""Die Schüler:innen beschreiben die Veränderung der Reaktionsrate im zeitlichen Verlauf sowie ihre Angleichung und damit den Zustand des dynamischen Gleichgewichts.""}",1
43118_chemie_cck01-03,43118,chemie_cck01-03,"Beschreibe Gemeinsamkeiten und Unterschiede zwischen diesen drei chemischen Reaktionen mit Weizenmehl. Nenne hierbei makroskopische Eigenschaften oder Veränderungen, anhand derer du die Unterschiede erkennst.","In allen Phänomenen reagiert Weizenmehl bzw das Gluten mit was anderes .
","Im Gesamten kennzeichnen sich alle dargestellten Phänomene durch einen Stoff- sowie einen Energieumsatz. Reaktionen A und B ist gemeinsam, dass sie beide auf Stoffwechselprozessen beruhen.  Die Reaktionen unterscheiden sich in der Geschwindigkeit, mit der sie ablaufen. Reaktion A läuft am langsamsten, B mittelschnell und C sehr schnell ab. Dabei wird bei Reaktion C sehr schnell sehr viel (Wärme)energie freigesetzt, sodass auf makroskopischer Ebene ein explosionsartiger Umsatz zu beobachten ist.","{""0"": ""Die Schüler:innen nehmen weder eine Kontrastierung der Reaktionsbeispiele vor, noch identifizieren sie Gemeinsamkeiten und Unterschiede im Hinblick auf Reaktionsgeschwindigkeit und Energieverlauf."", ""1"": ""Die Schüler:innen kontrastieren die unterschiedlichen Reaktionsbeispiele und identifizieren Unterschiede oder Gemeinsamkeiten in Hinblick auf Reaktionsgeschwindigkeit oder Energieverlauf."", ""2"": ""Die Schüler:innen kontrastieren die unterschiedlichen Reaktionsbeispiele und identifizieren Unterschiede oder Gemeinsamkeiten in Hinblick auf Reaktionsgeschwindigkeit und Energieverlauf.""}",0
37109_chemie_cck01-02,37109,chemie_cck01-02,Beschreibe die oben dargstellten Phänomene in eigenen Worten und charaktersiere diese als chemische Reaktion.,"Phänomen A zeigt die Verdauung von Brötchen / Toast ( Backwaren ) im Magen .
Es handelt sich dabei um eine Reaktion einer Säure ( Magensäure ) mit den chemischen Bestandteilen der Backwaren .
So wird zum Beispiel die Stärke aufgespalten und in Zucker umgewandelt .
Phänomen B zeigt die Gärung von Hefeteig .
Die Pilze der Hefe ernähren sich von der Stärke des Teiges und produzieren dabei Gase ( CO2 ) welche den Teig aufgehen lassen .
Bei Phänomen C sieht man eine Mehlstaubexplosion , bei der das feine Mehl in einer großen Flamme explodiert .
Dadurch , dass das Mehl so fein ist , hat es eine sehr große Oberfläche , wodurch es sehr gut bzw. sehr schnell mit Sauerstoff reagieren kann ( wenn Aktivierungsenergie vorhanden ist ) .
Es handelt sich um eine exotherme Reaktion .
","In Bild A wird die Verdauung von Brot und Gebäck im Magen dargestellt. Hierbei handelt es sich um  eine langsam ablaufende Reaktion, die über mehrere Stunden verläuft. Das Brot wird durch die Ma-  gensäure und Enzyme in seine Bestandteile zersetzt, d.h. die Stärke des Mehls wird in Glucose-Mole-  küle zerlegt.  In Bild B wird das Aufgehen eines Hefeteigs gezeigt. Diese Reaktion geht schneller als Reaktion A und  läuft so ab, dass die zugegebenen Hefe-Pilze und Mikroorganismen der Hefe die Stärke aus dem Mehl  verdauen und dabei Gase entstehen, die den Teig aufgehen lassen.  In Bild C sieht man eine Mehlstaubexplosion. Hierbei handelt es sich um eine sehr schnell ablaufende  Reaktion, bei der das Mehl schnell verbrennt und viel Energie freigesetzt wird.  Im Gesamten kennzeichnen sich alle dargestellten Phänomene durch einen Stoff- sowie einen Ener-  gieumsatz.","{""0"": ""Die Schüler:innen beschreiben weder die Reaktionsbespiele noch beziehen sie zentrale Kennzeichen chemischer Reaktionen mit ein"", ""1"": ""Die Schüler:innen beschreiben den Ablauf der Reaktionsbeispiele und beziehen ein Kennzeichen chemischer Reaktionen mit ein"", ""2"": ""Die Schüler:innen beschreiben den Ablauf der Reaktionsbeispiele beider zentraler Kennzeichen chemischer Reaktionen""}",2
28110_chemie_cck02-52,28110,chemie_cck02-52,Begründe Deine Auswahl.,"Um den Einfluss des Zerteilungsgrades systematisch zu Untersuchen ist Ansatz c. am geeignetsten , da sich nur der Parameter des Zerteilungsgrades ( Mg-Späne ; Mg-Band ; Mg-Pulver ) ändert und Säurekonzentration und Temperatur konstant bleiben und so nur der Einfluss des Zerteilungsgrades ohne Verzerrung betrachtet werden kann .
","In dieser Untersuchung soll der Einfluss des Zerteilungsgrads (unabhängige Variable) auf die Reaktionsgeschwindigkeit (abhängige Variable) untersucht werden. Um diesen Einfluss gezielt untersuchen zu können, müssen alle anderen Variablen (auch: Störvariablen, in diesem Fall Konzentration, Temperatur und die Art des Reaktionsgefäßes) konstant gehalten werden, um kausale Aussagen zwischen abhängiger und unabhängiger Variable treffen zu können.","{""0"": ""Die Schüler:innen begründen ihre Auswahl nicht mit der Variablenkontrollstrategie."", ""1"": ""Die Schüler:innen begründen ihre Auswahl mit der Variablenkontrollstrategie und definieren auftretende Variablen teilweise korrekt."", ""2"": ""Die Schüler:innen begründen ihre Auswahl mit der Variablenkontrollstrategie und definieren auftretende Variablen vollständig korrekt.""}",2
32112_chemie_cck02-09,32112,chemie_cck02-09,Beschreibe auf Basis Deines Vorwissens die Erklärungskraft der submikroskopischen Ebene (was vermag diese Modellebene darzustellen?).,"Wenn die höher ist können die Teilchen leichter zusammenfinden
",Sie erweitert den makroskopischen Blick und erlaubt Aussagen zum Verhalten und zur Interaktion der Teilchen. Mithilfe von Teilcheninteraktionen können viele Phänomene beschrieben und erklärt werden.,"{""0"": ""Die Schüler:innen erläutern den erweiterten Blick der makroskopischen Ebene nicht."", ""1"": ""Die Schüler:innen erläuten den Vorteil, dass die submikroskopische Ebene mit dem Teilchenbegriff die makroskopischen Blick erweitert."", ""2"": ""Die Schüler:innen erläutern den Vorteil, dass mithilfe von Teilchen und deren Interaktionen Phänomene erklärt werden können.""}",0
